,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed
1618,UN Strategic Advisory Group of Experts found it last month to have 78% efficacy after 2 doses spread over 4 weeks.… https://t.co/2mMApn1ocS,un strategic advisory group of experts found it last month to have 78  efficacy after 2 doses spread over 4 weeks    ,0.0,0.06666666666666667,neutral,0.0,1.0,0.0,0.0,117,21,un strategic advisory group of experts found it last month to have   efficacy after  doses spread over  weeks    ,"['un', 'strategic', 'advisory', 'group', 'of', 'experts', 'found', 'it', 'last', 'month', 'to', 'have', 'efficacy', 'after', 'doses', 'spread', 'over', 'weeks', '']","['un', 'strategic', 'advisory', 'group', 'experts', 'found', 'last', 'month', 'efficacy', 'doses', 'spread', 'weeks', '']","['un', 'strateg', 'advisori', 'group', 'expert', 'found', 'last', 'month', 'efficaci', 'dose', 'spread', 'week', '']"
1619,"RT @WHO: 🆕 WHO has granted emergency use listing (EUL) to #COVAXIN® (developed by Bharat Biotech), adding to a growing portfolio of vaccine…",   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,0.1,0.3,positive,0.117,0.717,0.166,0.0258,132,20,   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,"['', 'who', 'has', 'granted', 'emergency', 'use', 'listing', 'eul', 'to', 'covaxin', 'developed', 'by', 'bharat', 'biotech', 'adding', 'to', 'a', 'growing', 'portfolio', 'of', 'vaccine', '']","['', 'granted', 'emergency', 'use', 'listing', 'eul', 'covaxin', 'developed', 'bharat', 'biotech', 'adding', 'growing', 'portfolio', 'vaccine', '']","['', 'grant', 'emerg', 'use', 'list', 'eul', 'covaxin', 'develop', 'bharat', 'biotech', 'ad', 'grow', 'portfolio', 'vaccin', '']"
1620,"RT @WHO: 🆕 WHO has granted emergency use listing (EUL) to #COVAXIN® (developed by Bharat Biotech), adding to a growing portfolio of vaccine…",   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,0.1,0.3,positive,0.117,0.717,0.166,0.0258,132,20,   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,"['', 'who', 'has', 'granted', 'emergency', 'use', 'listing', 'eul', 'to', 'covaxin', 'developed', 'by', 'bharat', 'biotech', 'adding', 'to', 'a', 'growing', 'portfolio', 'of', 'vaccine', '']","['', 'granted', 'emergency', 'use', 'listing', 'eul', 'covaxin', 'developed', 'bharat', 'biotech', 'adding', 'growing', 'portfolio', 'vaccine', '']","['', 'grant', 'emerg', 'use', 'list', 'eul', 'covaxin', 'develop', 'bharat', 'biotech', 'ad', 'grow', 'portfolio', 'vaccin', '']"
1621,"RT @DrSJaishankar: Welcome @WHO’s decision to grant Emergency Use Listing to #COVAXIN. 

It facilitates travel for many Indian citizens and…", welcome   s decision to grant emergency use listing to  covaxin    it facilitates travel for many indian citizens and ,0.65,0.7,positive,0.118,0.633,0.249,0.4404,119,18, welcome   s decision to grant emergency use listing to  covaxin    it facilitates travel for many indian citizens and ,"['', 'welcome', 's', 'decision', 'to', 'grant', 'emergency', 'use', 'listing', 'to', 'covaxin', 'it', 'facilitates', 'travel', 'for', 'many', 'indian', 'citizens', 'and', '']","['', 'welcome', 'decision', 'grant', 'emergency', 'use', 'listing', 'covaxin', 'facilitates', 'travel', 'many', 'indian', 'citizens', '']","['', 'welcom', 'decis', 'grant', 'emerg', 'use', 'list', 'covaxin', 'facilit', 'travel', 'mani', 'indian', 'citizen', '']"
1622,"$OCGN #COVAXIN This is what I meant, the #shortsqueeze is coming https://t.co/EGhRr9UEDI", ocgn  covaxin this is what i meant  the  shortsqueeze is coming  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,66,11, ocgn  covaxin this is what i meant  the  shortsqueeze is coming  ,"['', 'ocgn', 'covaxin', 'this', 'is', 'what', 'i', 'meant', 'the', 'shortsqueeze', 'is', 'coming', '']","['', 'ocgn', 'covaxin', 'meant', 'shortsqueeze', 'coming', '']","['', 'ocgn', 'covaxin', 'meant', 'shortsqueez', 'come', '']"
1623,@gurgavin #COVAXIN  hey gur still short ocgn !!!! https://t.co/Yq3SROZwHg,   covaxin  hey gur still short ocgn       ,0.0,0.3,neutral,0.0,1.0,0.0,0.0,43,6,   covaxin  hey gur still short ocgn       ,"['', 'covaxin', 'hey', 'gur', 'still', 'short', 'ocgn', '']","['', 'covaxin', 'hey', 'gur', 'still', 'short', 'ocgn', '']","['', 'covaxin', 'hey', 'gur', 'still', 'short', 'ocgn', '']"
1624,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
1625,RT @bithika11: Naturally. No one expects the communications director of WHO to openly admit that WHO's denial of #COVAXIN thus far was poli…, naturally  no one expects the communications director of who to openly admit that who s denial of  covaxin thus far was poli ,0.016666666666666666,0.6333333333333333,negative,0.096,0.826,0.078,-0.1027,126,22, naturally  no one expects the communications director of who to openly admit that who s denial of  covaxin thus far was poli ,"['', 'naturally', 'no', 'one', 'expects', 'the', 'communications', 'director', 'of', 'who', 'to', 'openly', 'admit', 'that', 'who', 's', 'denial', 'of', 'covaxin', 'thus', 'far', 'was', 'poli', '']","['', 'naturally', 'one', 'expects', 'communications', 'director', 'openly', 'admit', 'denial', 'covaxin', 'thus', 'far', 'poli', '']","['', 'natur', 'one', 'expect', 'commun', 'director', 'openli', 'admit', 'denial', 'covaxin', 'thu', 'far', 'poli', '']"
1626,"RT @WHO: 🆕 WHO has granted emergency use listing (EUL) to #COVAXIN® (developed by Bharat Biotech), adding to a growing portfolio of vaccine…",   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,0.1,0.3,positive,0.117,0.717,0.166,0.0258,132,20,   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,"['', 'who', 'has', 'granted', 'emergency', 'use', 'listing', 'eul', 'to', 'covaxin', 'developed', 'by', 'bharat', 'biotech', 'adding', 'to', 'a', 'growing', 'portfolio', 'of', 'vaccine', '']","['', 'granted', 'emergency', 'use', 'listing', 'eul', 'covaxin', 'developed', 'bharat', 'biotech', 'adding', 'growing', 'portfolio', 'vaccine', '']","['', 'grant', 'emerg', 'use', 'list', 'eul', 'covaxin', 'develop', 'bharat', 'biotech', 'ad', 'grow', 'portfolio', 'vaccin', '']"
1627,"RT @WHO: 🆕 WHO has granted emergency use listing (EUL) to #COVAXIN® (developed by Bharat Biotech), adding to a growing portfolio of vaccine…",   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,0.1,0.3,positive,0.117,0.717,0.166,0.0258,132,20,   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,"['', 'who', 'has', 'granted', 'emergency', 'use', 'listing', 'eul', 'to', 'covaxin', 'developed', 'by', 'bharat', 'biotech', 'adding', 'to', 'a', 'growing', 'portfolio', 'of', 'vaccine', '']","['', 'granted', 'emergency', 'use', 'listing', 'eul', 'covaxin', 'developed', 'bharat', 'biotech', 'adding', 'growing', 'portfolio', 'vaccine', '']","['', 'grant', 'emerg', 'use', 'list', 'eul', 'covaxin', 'develop', 'bharat', 'biotech', 'ad', 'grow', 'portfolio', 'vaccin', '']"
1628,"RT @WHO: 🆕 WHO has granted emergency use listing (EUL) to #COVAXIN® (developed by Bharat Biotech), adding to a growing portfolio of vaccine…",   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,0.1,0.3,positive,0.117,0.717,0.166,0.0258,132,20,   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,"['', 'who', 'has', 'granted', 'emergency', 'use', 'listing', 'eul', 'to', 'covaxin', 'developed', 'by', 'bharat', 'biotech', 'adding', 'to', 'a', 'growing', 'portfolio', 'of', 'vaccine', '']","['', 'granted', 'emergency', 'use', 'listing', 'eul', 'covaxin', 'developed', 'bharat', 'biotech', 'adding', 'growing', 'portfolio', 'vaccine', '']","['', 'grant', 'emerg', 'use', 'list', 'eul', 'covaxin', 'develop', 'bharat', 'biotech', 'ad', 'grow', 'portfolio', 'vaccin', '']"
1629,"RT @WHO: 🆕 WHO has granted emergency use listing (EUL) to #COVAXIN® (developed by Bharat Biotech), adding to a growing portfolio of vaccine…",   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,0.1,0.3,positive,0.117,0.717,0.166,0.0258,132,20,   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,"['', 'who', 'has', 'granted', 'emergency', 'use', 'listing', 'eul', 'to', 'covaxin', 'developed', 'by', 'bharat', 'biotech', 'adding', 'to', 'a', 'growing', 'portfolio', 'of', 'vaccine', '']","['', 'granted', 'emergency', 'use', 'listing', 'eul', 'covaxin', 'developed', 'bharat', 'biotech', 'adding', 'growing', 'portfolio', 'vaccine', '']","['', 'grant', 'emerg', 'use', 'list', 'eul', 'covaxin', 'develop', 'bharat', 'biotech', 'ad', 'grow', 'portfolio', 'vaccin', '']"
1630,"RT @WHO: 🆕 WHO has granted emergency use listing (EUL) to #COVAXIN® (developed by Bharat Biotech), adding to a growing portfolio of vaccine…",   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,0.1,0.3,positive,0.117,0.717,0.166,0.0258,132,20,   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,"['', 'who', 'has', 'granted', 'emergency', 'use', 'listing', 'eul', 'to', 'covaxin', 'developed', 'by', 'bharat', 'biotech', 'adding', 'to', 'a', 'growing', 'portfolio', 'of', 'vaccine', '']","['', 'granted', 'emergency', 'use', 'listing', 'eul', 'covaxin', 'developed', 'bharat', 'biotech', 'adding', 'growing', 'portfolio', 'vaccine', '']","['', 'grant', 'emerg', 'use', 'list', 'eul', 'covaxin', 'develop', 'bharat', 'biotech', 'ad', 'grow', 'portfolio', 'vaccin', '']"
1631,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
1632,"RT @rishibagree: WHO approved Made in India vaccine #Covaxin 

Those who opposed and tried to create doubts over the Made-in-India Covid19…", who approved made in india vaccine  covaxin   those who opposed and tried to create doubts over the made in india covid19 ,0.0,0.0,positive,0.088,0.717,0.195,0.4019,123,21, who approved made in india vaccine  covaxin   those who opposed and tried to create doubts over the made in india covid ,"['', 'who', 'approved', 'made', 'in', 'india', 'vaccine', 'covaxin', 'those', 'who', 'opposed', 'and', 'tried', 'to', 'create', 'doubts', 'over', 'the', 'made', 'in', 'india', 'covid', '']","['', 'approved', 'made', 'india', 'vaccine', 'covaxin', 'opposed', 'tried', 'create', 'doubts', 'made', 'india', 'covid', '']","['', 'approv', 'made', 'india', 'vaccin', 'covaxin', 'oppos', 'tri', 'creat', 'doubt', 'made', 'india', 'covid', '']"
1633,"RT @WHO: 🆕 WHO has granted emergency use listing (EUL) to #COVAXIN® (developed by Bharat Biotech), adding to a growing portfolio of vaccine…",   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,0.1,0.3,positive,0.117,0.717,0.166,0.0258,132,20,   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,"['', 'who', 'has', 'granted', 'emergency', 'use', 'listing', 'eul', 'to', 'covaxin', 'developed', 'by', 'bharat', 'biotech', 'adding', 'to', 'a', 'growing', 'portfolio', 'of', 'vaccine', '']","['', 'granted', 'emergency', 'use', 'listing', 'eul', 'covaxin', 'developed', 'bharat', 'biotech', 'adding', 'growing', 'portfolio', 'vaccine', '']","['', 'grant', 'emerg', 'use', 'list', 'eul', 'covaxin', 'develop', 'bharat', 'biotech', 'ad', 'grow', 'portfolio', 'vaccin', '']"
1634,"RT @WHO: 🆕 WHO has granted emergency use listing (EUL) to #COVAXIN® (developed by Bharat Biotech), adding to a growing portfolio of vaccine…",   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,0.1,0.3,positive,0.117,0.717,0.166,0.0258,132,20,   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,"['', 'who', 'has', 'granted', 'emergency', 'use', 'listing', 'eul', 'to', 'covaxin', 'developed', 'by', 'bharat', 'biotech', 'adding', 'to', 'a', 'growing', 'portfolio', 'of', 'vaccine', '']","['', 'granted', 'emergency', 'use', 'listing', 'eul', 'covaxin', 'developed', 'bharat', 'biotech', 'adding', 'growing', 'portfolio', 'vaccine', '']","['', 'grant', 'emerg', 'use', 'list', 'eul', 'covaxin', 'develop', 'bharat', 'biotech', 'ad', 'grow', 'portfolio', 'vaccin', '']"
1635,"RT @WHO: 🆕 WHO has granted emergency use listing (EUL) to #COVAXIN® (developed by Bharat Biotech), adding to a growing portfolio of vaccine…",   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,0.1,0.3,positive,0.117,0.717,0.166,0.0258,132,20,   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,"['', 'who', 'has', 'granted', 'emergency', 'use', 'listing', 'eul', 'to', 'covaxin', 'developed', 'by', 'bharat', 'biotech', 'adding', 'to', 'a', 'growing', 'portfolio', 'of', 'vaccine', '']","['', 'granted', 'emergency', 'use', 'listing', 'eul', 'covaxin', 'developed', 'bharat', 'biotech', 'adding', 'growing', 'portfolio', 'vaccine', '']","['', 'grant', 'emerg', 'use', 'list', 'eul', 'covaxin', 'develop', 'bharat', 'biotech', 'ad', 'grow', 'portfolio', 'vaccin', '']"
1636,"RT @airnewsalerts: #COVAXIN gets WHO approval for emergency use.

@MoHFW_INDIA @mansukhmandviya @ianuragthakur @MIB_India @PIB_India @BOC_M…",  covaxin gets who approval for emergency use     india       india   india   m ,0.0,0.0,positive,0.19,0.584,0.226,0.128,80,11,  covaxin gets who approval for emergency use     india       india   india   m ,"['', 'covaxin', 'gets', 'who', 'approval', 'for', 'emergency', 'use', 'india', 'india', 'india', 'm', '']","['', 'covaxin', 'gets', 'approval', 'emergency', 'use', 'india', 'india', 'india', '']","['', 'covaxin', 'get', 'approv', 'emerg', 'use', 'india', 'india', 'india', '']"
1637,"RT @himantabiswa: I welcome the decision of @WHO to approve #Covaxin for Emergency use listing.

This decision re-affirms Adarniya PM Shri…", i welcome the decision of   to approve  covaxin for emergency use listing   this decision re affirms adarniya pm shri ,0.8,0.9,positive,0.12,0.741,0.139,0.1027,119,19, i welcome the decision of   to approve  covaxin for emergency use listing   this decision re affirms adarniya pm shri ,"['', 'i', 'welcome', 'the', 'decision', 'of', 'to', 'approve', 'covaxin', 'for', 'emergency', 'use', 'listing', 'this', 'decision', 're', 'affirms', 'adarniya', 'pm', 'shri', '']","['', 'welcome', 'decision', 'approve', 'covaxin', 'emergency', 'use', 'listing', 'decision', 'affirms', 'adarniya', 'pm', 'shri', '']","['', 'welcom', 'decis', 'approv', 'covaxin', 'emerg', 'use', 'list', 'decis', 'affirm', 'adarniya', 'pm', 'shri', '']"
